text,text_name
"?<text_id=""S16N008"">
Insurers look to rein in cost of disease
Health - Type 2 diabetes patients in hospital on the rise
Hospitals faced a surge of type 2 diabetes patients over the past three years, alarming health insurance companies about their growing medical bills.
New South Wales recorded the biggest increase, with 20 per cent more patients admitted to hospital due to type 2 diabetes in 2015 compared to 2013, according to statistics collected by Medibank on its members.
The growth in admissions was as high as 42 per cent in Sydney's central suburbs, compared to a national average increase of 15 per cent.
Medibank chief medical officer Linda Swan said the figures sent a clear signal to the health fund that it needed to staunch the spiralling cost of type 2 diabetes.
""It's not until you see the stark reality that you see this is growing at an extraordinary rate, and clearly we're not doing enough,"" Dr Swan said.
Medibank sponsors the Stephanie Alexander Kitchen Garden program, which teaches children about healthy eating in schools, and also runs a program that identifies people with chronic diseases who are at high risk of hospitalisation, and gives their GPs additional support.
Dr Swan said most type 2 diabetes hospital presentations were avoidable, but the question was how to prevent them in the most efficient way.
""We're seeing in Australia an ageing population and an increasing number of people with chronic disease, and obviously that's driving the cost of healthcare, but what we're hearing from our members is they don't want to pay more for healthcare,"" she said. ""That's the challenge our industry faces.""
Diabetes Australia chief executive Greg Johnson said the disease threatened to overwhelm the viability of the national health system; there are 4400 amputations performed in hospitals each year and 10,000 admissions due to ulcers and foot sores, many of them preventable.
""Diabetes is a very significant driver of hospitalisations when you look at all of the complications,"" Professor Johnson said.
""I think health insurers are very worried because they're substantial funders of the hospitals. People with diabetes are potentially big costs to them.""
Insurers are not allowed to charge people different premiums based on their health status and they cannot refuse to insure any individual.
The Primary Health Care Advisory Group recommended last year that private insurers be encouraged to fund the prevention and management of chronic conditions, possibly through the risk equalisation pool that is used to compensate health funds with the sickest patients.
Many funds provide schemes, such as subsidised gym memberships, to reward healthy lifestyles.
Blacktown endocrinologist Glen Maberly cautioned against using hospital admissions as a measure of the growth in diabetes, because not all patients were classified as diabetics when they were admitted. This meant the real figure may be higher.
About a third of people with type 2 diabetes were undiagnosed, he said.
",S16N008
"?<text_id=""V13N001"">
No-needle insulin closer for diabetics
AUSTRALIAN scientists have unravelled a 20-year mystery that could lead to the development of insulin medications for diabetics, without the need for injections.
A research team, led by the Walter and Eliza Hall Institute (WEHI) in Melbourne, has discovered how the insulin hormone binds to the insulin receptor, a process that scientists have been trying to solve for two decades.
Associate Professor Mike Lawrence said the new insulin products developed for diabetics had been limited by a lack of understanding of how insulin docked into its receptor.
Prof Lawrence said the latest discovery could lead to new ways to deliver insulin to diabetics other than by injection, or the development of insulin products that were more effective and longer-lasting.
He said understanding how insulin binds to its receptor was fundamental to progressing these new developments.
""What we have done is to come up with that first 3D picture of how insulin interacts with its receptor,"" Prof Lawrence said.
The insulin receptor is a large protein on the surface of cells. The binding is necessary for cells to take sugar from the blood as energy.
",V13N001
"?<text_id=""W14N023"">
Fourth time the charm for pSivida
Shares in pharmaceutical developer pSivida are expected to surge today after winning access to the lucrative US market for its flagship product on the fourth attempt.
The US Food and Drug Administration has approved pSivida's Iluvien drug delivery device for the treatment of diabetic eye disease, enabling it to become commercially available next year.
The FDA had previously rejected the device three times because of fears about side effects. The product is already available in Britain and Germany, and has approval or pending approval in 17 other countries.
The US decision entitles pSivida to a $US25 million ($28.5 million) milestone payment from licensing partner Alimera Sciences.
The company will receive 20 per cent of the profits from US sales of Iluvien. It said about 560,000 Americans were estimated to have clinically significant diabetic macular edema, the leading cause of blindness in young and middle-aged adults in developed countries.
""Iluvien's clinical trials showed that Iluvien can actually reverse vision loss in many DME patients,"" pSivida chief executive Paul Ashton said.
""Another advantage of Iluvien over existing therapies is that a single injection provides sustained therapy for three years.""
Dr Ashton said the $US25 million milestone would help finance pSivida's ongoing product development program.
The company plans to seek FDA approval next year for Medidur, a similar device to Iluvien.
Dual-listed pSivida's shares closed at $4.85 on the Australian Securities Exchange on Friday.
The announcement was made after the Nasdaq market closed for the weekend.
",W14N023
"?<text_id=""W14N017"">
Susannah Piek AGE: 31 Gestational diabetes 
Slim, fit and healthy, Susannah Piek does not match the stereotype of a woman likely to be hit with gestational diabetes.
And yet that was a complication for both her pregnancies - first with daughter Hazel, now four, and then with son Jay, now nine months - putting her at very high risk of developing type 2 diabetes in the next 20 years.
""I have gone back and done my glucose intolerance test since (having Jay) and I've got impaired glucose tolerance, so I'm in an extremely high-risk group,"" she said.
""I'm pretty much guaranteed to develop it at some point is the understanding and I'm just trying to delay it as much as possible.""
Thankfully, her pregnancies and labours progressed normally and the children were a healthy weight, however, gestational diabetes is linked to large babies and associated birth complications.
If it is not well managed the condition can cause long-term health problems in the baby, including obesity, hypertension and diabetes.
Ms Piek has committed to exercising three times a week with fitness group Mums on a Mission and healthy eating in a bid to stave off type 2 diabetes.
""It is not a diagnosis I want to get. I'm 31 so I think if I'm diagnosed with that now it gets harder and harder to manage,"" she said.
Ms Piek said there should be no stigma attached to being one of the 5 per cent of pregnant women diagnosed with gestational diabetes.
""It's not the disease that's the issue, it's about how you deal with it; you need to focus on how you're looking after yourself and monitoring it well. It doesn't have to mean an uncomfortable pregnancy and sick babies, it just means you have to really focus on your health which is actually a good thing.""
'I'm pretty much guaranteed to develop it at some point... and I'm just trying to delay it as much as possible.'
",W14N017
"?<text_id=""R16N015"">
Pharmacists join battle against type 2 diabetes 
HUNDREDS of pharmacies will join a type 2 diabetes screening program to help battle one of Australia's greatest health threats.
The $50 million initiative, involving 350 pharmacies nationwide, will be launched on the Gold Coast today by Federal Health Minister Sussan Ley.
""Early detection will include a risk assessment questionnaire to determine if someone could develop diabetes within the next five years, and may also include screening for diabetes-related health indicators through a simple finger-prick test,"" Ms Ley said.
""Based on the outcome of these checks, they may be referred to a GP."" About one million Australians have type 2 diabetes, although many more may be undiagnosed. It costs the health system about $1 billion a year.
Type 2 diabetes usually develops over the age of 45 but is becoming increasingly common in younger age groups and Aboriginal and Torres Strait Islander people. ""This model allows pharmacists, who have high levels of contact with the community, to identify and refer patients to a GP,"" Ms Ley said.
",R16N015
"?<text_id=""H13N009"">
Review risk to diabetics
DIABETES experts have accused the Gillard Government of trying to restrict access to treatments.
The Federal Government is reviewing access to type 2 diabetes treatments listed on the Pharmaceutical Benefits Scheme to evaluate their effectiveness, clinical evidence and cost.
But Prof Paul Zimmet, from the Baker IDI Heart and Diabetes Institute, fears the review will see patients denied a new generation of drugs that can better manage the disease.
""While they claim the objective is to improve the health outcomes for people who have diabetes, it looks more like a cost-saving exercise,"" he said.
""For most people with type 2 diabetes, over the course of their illness there is an increasing number of drugs being needed including insulin, and the impact of restricting access to some of these newer drugs means people are much more likely to develop complications: eye disease, kidney disease, amputations.
""The long-term costs of this are likely to be greater than the cost savings of restricting the drugs.""
Kristen Hazelwood, of the Australian Diabetes Council, said individuals were better suited to different treatments, and removing some drugs from the PBS under the review would lead to complications for many.
The Department of Health and Ageing review will accept submission until July 2.
Department spokeswoman Kay McNiece said the diabetes post-market review aimed to improve morbidity, mortality, safety and quality of life for patients with diabetes.
",H13N009
"?<text_id=""V16N027"">
'Diabesity' a killer-in-waiting
THE horror heart attack days of the 1960s have returned, with a new report warning Australians are headed for a renewed epidemic of heart disease fuelled by twin threats of obesity and diabetes.
A combination of the two conditions, dubbed ""diabesity"", has seen a resurgence of heart disease as Australia's number one killer and wiped out many of the gains made to overcome spiralling rates of heart attacks and stroke over the past 50 years, a report from Melbourne's medical research facility Baker IDI concludes.
After five decades of improvements, the number of heart disease deaths has flattened over the past five years and now appear to be reversing, with a rise in fatalities recorded this year for the first time in a decade.
With cardiovascular disease now affecting more than 3.7 million Australians and accounting for 45,000 deaths a year, Baker IDI director Prof Tom Marwick warns that cardiovascular complacency is a killer.
""The consequences of the obesity epidemic are going to turn into more diabetes, and that is already happening. The most common serious consequence of diabetes is cardiovascular, heart attacks, strokes and kidney disease,"" Prof Marwick said. ""Back in the 1950-60s the frequency of type 2 diabetes was much less, and people had coronary disease from their smoking and stuff like that. ""That problem is less than what it was, but unfortunately the diabetes problem is more and in addition to heart attacks and stroke it is going to drive a bunch of other things too."" Over the past 50 years, life expectancy for Australians has risen by a decade, with about 70 per cent of the improvement attributed to lower deaths from heart attacks, stroke and blood vessel disease. However, the impact of obesity and type 2 diabetes were reversing the trend.
",V16N027
"?<text_id=""G15N004"">
Short bursts of exercise helps regulate type 2 diabetes, research shows
Short bursts of exercise between periods of sitting down can help people with type 2 diabetes regulate their condition, new research has found. Melbourne's Baker IDI Heart and Diabetes Institute study compared blood sugar levels of adults who did three minutes of light walking or simple stretches for every half an hour they were seated, against their glucose readings for a day in which they remained inactive. Researchers found test subjects had significantly lower - and therefore improved - blood sugar readings when they did the occasional exercise. The results of which are being presented at a meeting of the American College of Sports Medicine on Friday. Mechanic Steve Aumann (pictured), said being involved in the study made him more conscious about breaking up the times he spent seated with more physical activity. ""I became more conscious about varying the times I sat and did nothing and the times I moved around, which is quite good,"" he said.
",G15N004
"?<text_id=""O16NN009"">
This little fairy's life turns around
At first glance, four-year-old Anna Kastner looks like any other little girl dressed in a fairy outfit, drawing pictures with her felt pens.
Mum Nicki, like most parents, is clearly adoring of her daughter. An outside observer would never know the trauma they have been through over the past two years since Anna's diabetes diagnosis.
Nicki Kastner has spoken out about the challenge of her daughter's disease to improve awareness of the condition.
It has been an arduous journey, which started when two-year-old Anna was rushed to hospital where she spent two weeks, including time in a high dependency ward.
""She was so ill she did not even flinch as they put a cannula in her arm,"" Mrs Kastner says through tears, the memory bringing back the fear she felt that day.
From then her parents had a crash-course in the effects of Type 1 diabetes ranging from insulin dosage and administration to what to do if their toddler went into a life-threatening ""hypo"" if her blood sugar levels drop, or soar.
Type 1 diabetes is an auto-immune disease caused by a gene disorder and cannot be reversed. It is commonly confused with Type 2 diabetes, which is a metabolic disorder, and can be managed with the help of lifestyle changes.
To help her cope, and to help support other families, Mrs Kastner has started a Facebook page This Fairy wants to Fly - Living With Childhood Type 1 Diabetes, and also has a blog.
One of the biggest challenges her family faces is the lack of understanding in the community, from doctors to family, of not only the seriousness of the disease but what a struggle it is to manage from day to day.
Every night for the past two years she has woken at least every two hours to do a finger-prick test on Anna's blood sugar levels and has to decide if the levels are safe. She also does about 10 finger-prick tests during each day.
""There is a weight of responsibility that is carried which few people understand,"" Mrs Kastner says.
""The relentlessness of wondering what might be around the next corner, and will she grow up to be happy and healthy - it is really hard."" Anna has had many trips to hospital and what might be an unpleasant case of gastro for some, any illness involving vomiting can quickly become life-threatening for a child with type 1 diabetes.
In Tasmania, the incidence of Type 1 in young people has increased almost fourfold, from 85 cases in 2006 to 355 cases this year, but Diabetes Tasmania chief executive Traci Lonergan says reasons for the increase are not known.
Like all Type 1 diabetes patients, the management of Anna's insulin is a constant.
Initially, Anna needed at least seven injections daily to maintain healthy insulin levels but now uses an insulin pump, which helps.
Registered nurse and insulin pump trainer Liz Broad provides support and advice through the Hobart Private Hospital and says each patient has a unique experience from diagnosis to treatment.
A diverse range of patients can use the pumps, aged from two years and up. In the past 18 months, Ms Broad says there has been a sharp rise in the uptake of the therapy, which she believes is because of increased public awareness about diabetes, advances in technology and easier access to the equipment.
""Particularly in children, where the required dose of insulin can be very, very small, the pumps can make life so much easier,"" she says.
""The effects of diabetes go past the physical risks to the emotional toll of constantly having to be wary and the whole family must also bear the burden in some way.
Today is Diabetes Australia Walk to Work Day in a bid to raise funds to reduce the incidence of diabetes and promote better physical, mental and social health.
",O16NN009
"?<text_id=""C16N002"">
Potatoes linked to pregnancy risk
Amanda Donney knows what diabetes looks like. Her father had it and she's worried her children might also be at risk of the disease. Now pregnant with her first child, she's aware of the risks of eating too many starchy foods. ""There's a lot on what you shouldn't be eating. The doctors tell you 'don't eat this, don't eat that',"" she said. But new research published this week in the British Medical Journal has found that women who eat more than five servings of potato a week before becoming pregnant are more likely to develop gestational diabetes while carrying the baby. The research, conducted over 10 years and with thousands of test subjects, concluded that even diets of seemingly innocuous foods like french fries or potato mash are associated with increased risk for pregnant women. ""I've tried to fix a diet by eating healthy but I've sort of let myself go a bit,"" Ms Donney said. ""I've tried to stay away from all the foods they tell me not to eat. They say not to eat ham and sushi. I haven't gone anywhere near sushi."" But she isn't alone. With a lot of dietary information out there, sometimes choosing the right things to eat before and during pregnancy can be tricky, especially if it requires specialty ingredients.
""I try to look at how many certain foods I should be having each day, and how much protein and how much carbs and all that,"" she said. But according to Professor Linda Tapsell, of the University of Wollongong, women like Ms Donney have no reason to be alarmed by the research. Even though potatoes are singled out in the study, the link between potato consumption and gestational diabetes is not causal. ""It's very important to note that potatoes don't cause diabetes,"" she said. ""While [the study] might come across as a negative story on potatoes, in my mind it's really supporting the moderation component. ""There are a lot of foods women need to be vigilant about. They need to be eating nutritious foods and vegetables. We've been saying moderation and balance all along, and particularly in the area of diabetes."" Professor Tapsell said the key was eating a variety of vegetables. ""For me, it doesn't tell me that potatoes are bad, it just tells me when we're thinking of vegetables, we're not thinking of just potatoes. They're suggesting wholegrains and legumes as well, and that's moving into things like quinoa, lentils and chickpeas. [The study] is there to put evidence behind that message of moderation and balance.""
",C16N002
"?<text_id=""T13N005"">
Feared BPA in our bodies
SYDNEY: Australians' body fluids are laced with BPA,
according to a researcher who believes the plastic chemical adds to the risk of type 2 diabetes.
""There is BPA in Australians' urine,"" said Professor Dianna Magliano, who is analysing samples taken from 3000 Australians.
BPA is a controversial chemical with possible hormone-disrupting effects. Although experts disagree about how safe or dangerous it might be, Prof Magliano is firmly in the danger camp.
""There is strong evidence supporting that BPA causes a risk of diabetes in mice, monkeys and rats,"" she said yesterday ahead of giving a presentation at the World Diabetes Congress in Melbourne.
""In 2008, a US study showed the amount of BPA in urine correlates with the risk of diabetes, obesity and heart disease. It is not clear whether the diabetes or plastic came first.""
Prof Magliano, from the Baker IDI Heart and Diabetes Institute, is analysing data collected from an Ausdiab study of thousands of Australian diabetics since 2000.
""I am analysing whether BPA in the urine of Australians can predict people's risk of developing diabetes over time,"" she said.
""I have not got the answer yet, but I expect it to be positive. Like the Americans, the Europeans and Koreans, we have BPA in our urine.""
She said there had been a push for baby products to be made without BPA because people tended to scrub them hard and break down their integrity, causing BPA to leach into food.
Only BPA-free plastic should be used in the microwave, she said, but it was much better to use glass.
""There is enough stuff in our life that gives us diabetes. We don't need to increase our risk,"" she said.
""The biggest type 2 diabetes risk is obesity.""
BPA is in many products, including till slips and canned foods.
",T13N005
"?<text_id=""H13N004"">
Urgent call for patients Diabetes vaccine trial
A $10 MILLION world-first trial using a nasal spray vaccine to prevent Type 1 diabetes is struggling to recruit patients, despite researchers proving its effectiveness in bolstering immune response to the disease.
More than 9000 people in Australia, New Zealand and Germany have been screened over six years to determine their eligibility for the trial.
But only 84 people have been deemed at high enough risk of developing the disease to take part.
The study, run by Royal Melbourne Hospital and the Walter and Eliza Hall Institute, needs another 37 participants who are close relatives of a Type 1 diabetes patient.
Professor Len Harrison said the vaccine had great potential, but they were under great pressure to recruit all the patients by the end of the year.
""It's a new form of vaccination that's a little bit different from how we normally conceive a vaccination, but it's really about switching off a bad immune response,"" Prof Harrison said.
In Type 1 diabetes, the body's immune system destroys the pancreas cells that produce insulin, which regulates the conversion of sugars in food into energy.
The vaccine aims to dampen the immune system's attack on the insulin cells and let the body make its own insulin, eradicating the need for daily injections.
Last year, in a concurrent study, they showed the nasal vaccine induced protection against an immune response to insulin.
""It's a very exciting finding because if we can't show tolerance to insulin introduced from the outside, we couldn't really expect to see tolerance to insulin made inside the body,"" Prof Harrison said.
Rebecca Infanti is a third generation Type 1 diabetes patient, and had both her children screened to take part in the study.
Her 10-year-old daughter Angela was found to have antibodies, putting her at high risk of developing the disease within five years, and she will use the nasal spray as part of the trial.
""It was pretty heartbreaking when we found out she was at risk, but we're also so grateful to know we can do everything we can to try and help prevent it,"" Ms Infanti said.
""She's pretty excited to know she could be part of ground-breaking research.""
Participants aged 4 to 30 are needed.
Net link: stopdiabetes.com.au
",H13N004
"?<text_id=""V17N007"">
Rose's rush of blood an infusion of hope for diabetes cure
IT SEEMS impossible: a potential cure for an unpreventable, incurable disease that so dramatically impacts a person's life.
But 12-year-old Rose Boon is living proof of a possible medical miracle. Having tested positive for the early markers of Type 1 Diabetes at age five, she is the first South Australian - and only the third patient in the world - to be reinfused with her own, stored umbilical cord blood as part of a world-first, Australian study that is aiming to prevent T1D entirely.
Last week, Rose laid back in her hospital bed in Sydney's Children's Hospital at Westmead, her family watching on, as her body was infused with her own cord blood, stored for more than a decade; now a potential cure.
Mother Jenny said Rose - the youngest of four children - tested positive for the onset of T1D seven years ago, which followed the diagnosis of her eldest son, Sam, now aged 22, when he was only three.
""(Sam's diagnosis) was a complete shock and from that point, we were always looking for any research that might help him.... when Rose was born, we froze her cord blood, with the intention that it would potentially help Sam,"" she said.
Little did she know that this blood would in fact help her daughter. ""Rose became double antibody positive when she was five,"" Mrs Boon said.
""She's currently disease-free, but because she has the two antibodies, she had a 50 per cent likelihood of developing T1D within two years.
""She's seven years down the track... she's a bit on borrowed time."" Paediatric endocrinologist at The Children's Hospital Westmead Professor Maria Craig said the study was looking at reinfusing a child's stored cord blood into their system at the first sign of T1D in the hope it would reset the recipient's immune system.
Cord blood is that which remains in the placenta and the attached umbilical cord after childbirth and is a particularly rich source of stem cells.
The study - named CORD (Cord blood Reinfusion in Diabetes) - has been recruiting participants aged between one and 14 whose relatives have T1D and who have stored cord blood. The first child, a four-year-old from Western Australia, was infused with her cord blood in May 2015.
Rose said she felt good after receiving her cord blood.
""I'm excited because it also might help other people with the research,"" she said.
She will now undergo three-monthly blood tests to see what affect the treatment has had.
Australia has one of the highest rates of T1D in the world, with around 130,000 people living with the condition. Rose's umbilical cord blood was cryogenically stored with organisation Cell Care, which is also financially supporting the study. It costs $3175 to store cord blood for 18 years.
",V17N007
"?<text_id=""O15N009"">
Jabs didn't slow Joyce
HUONVILLE's Joyce Williams has seen plenty of change in 83 years, but advances in diabetes treatment may have affected her life most.
Dealing with the condition since her late teens and determined to live a full life since, Ms Williams said that in 1940s England diabetes was a potentially fatal diagnosis.
But on the 60th anniversary of Diabetes Tasmania, Ms Williams gave thanks to modern medical technology that allowed diabetics to lead normal lives.
""Diabetes today is nothing like the burden it was when I was first diagnosed,"" Ms Williams said.
""My father also had diabetes and my grandfather lost his legs due to the disease, and when I was diagnosed I spent three months in hospital.
""While there I saw diabetics come in in comas, and later be taken away by the mortuary men. It was events like this that made me realise how serious a thing the condition was."" In her first years of treatment, Ms Williams faced injecting herself with pig, cow or sheep insulin via a huge needle on a glass syringe, with the equipment kept submerged in methylated spirits between uses.
For Ms Williams, who enjoyed a full working life and looks after herself by making precautionary visits to the podiatrist every six weeks, said diabetes never slowed her down. ""It's not a life sentence, just a way of life."" An updated Australian Diabetes Map shows Tasmania has the third-highest rate among states and territories.
The Tasman municipality is the state's diabetes hotspot, where it affects 6.48 per cent of the population, followed by Dorset (6.30), Derwent Valley (6.22), Glenorchy (6.10), and Burnie (6.02).
Diabetes Tasmania CEO Caroline Wells said there was plenty of work to be done in diabetic care.
Ms Wells said diabetes was on track to be the leading burden of disease by 2017.""In Tasmania we have over 27,000 people diagnosed with diabetes, 10,000 people living with the disease but undiagnosed, and 45,000 Tasmanians at high risk - which equates to around 16 per cent of the state's population,"" she said.
",O15N009
"?<text_id=""H17N008"">
His charity keeps giving
LOU Richards' charity continued even in death with more than $20,000 raised in his honour to fight type 1 diabetes - a disease suffered by his great-grandson Jack.
Instead of flowers at his farewell yesterday, Lou had asked for donations to be made to the Type 1 Foundation.
Hundreds of donations were made through the day yesterday, and they continued to flow late last night.
The charity's chairman, Peter Goss, is the doctor to Lou's great-grandson, eight-year-old Jack, who has had the illness for three years.
""Lou has always been very touched by Jack's diagnosis,"" foundation director Ange Liston-McCaughley said.
""He was quoted as saying that he wished he could give type 1 diabetes to himself and take it off Jack.
""It's a lifelong disease that not a lot of people know about."" Unlike type 2 diabetes, type 1 diabetes is not caused by diet and it currently does not have a cure.
The Type 1 Foundation aims to enhance the lives of children with the disease. The donations made in Lou's honour will be used to build an online training module to help staff safely give insulin injections to children in Australian schools. To donate, go to mycause.com.au/charity/9066/Type1Foundation
",H17N008
"?<text_id=""C15N005"">
Diabetic vision loss a hefty toll; Eye disease hits economy
Diabetic eye disease will cost Australians more than $2billion in lost productivity and ill health this year, according to a new Deloitte Access Economics report. The report, published on Tuesday, found vision loss associated with diabetes had a broad impact throughout the Australian economy and community, with most sufferers of working age. According to the report, close to 72,000 Australians suffer from diabetic macular oedema (DME); a common cause of vision loss linked to diabetes that is both preventable and treatable. ""It is estimated that at least 50per cent of people with diabetes do not access regular eye tests according to national guidelines,"" the report said. ""If nothing is done to address this growing problem it is estimated that in the next 15 years, the number of people with DME will increase by 42 per cent."" Ophthalmologist Dr Randev Mendis, who runs a private practice in Deakin and conducts sessions at the Canberra Hospital, said DME was a consequence of diabetes that caused blood vessels in the eye to leak. ""All diabetics are liable to get it although those who have had diabetes for a long time are especially likely,"" he said. ""Diabetics may not be entirely aware of the condition and that's why retina screening is such an important health intervention, as small changes may not be appreciated by the individual"" The Deloitte report found the emotional and social burden of DME resulted in enormous costs to the government and taxpayer. ""In 2015, the total indirect cost of vision loss associated with DME is estimated to be $2.07billion, which corresponds to $28,729 per person with DME,"" the report said.
Lead partner of the study Lynne Pezzullo, who works with Deloitte's Health Economics and Social Policy department, said the total figure was not a surprise given the nature of the condition. Ms Pezzullo said the indirect economic costs of DME totalled $624.3million while the loss of welfare - or a social value of a loss in the stock of health capital - amounted to $1.4billion. ""A significant part of this cost is associated with a loss of wellbeing and because people of working age could not work or could not work at full capacity due of poor vision caused by DME,"" the report said. ""On average, DME patients with poor vision suffer a disability equivalent to losing approximately one- and-a-half months out of every year because they are not in perfect health."" The report found the $2.7billion figure may be understated as the study did not include costs associated with informal care, lower productivity at work, and welfare payments. Ms Pezzullo said her interest in the avoidable cost of diabetes and associated health impacts was partly motivated by personal interests. ""I have a son with type 1 diabetes so this is very important to me and shows the impact this has on a personal level,"" she said. ""It's a matter of making sure you get your eyes checked every two years to make sure a diagnosis can be made early."" Researcher Dr Peter van Wijngaarden, a fellow with the Royal Australian and New Zealand College of Ophthalmologists, said diabetes was the leading cause of vision loss in Australia and could be avoided with early detection. ""Diabetes is an epidemic in Australia at the moment and we think the number of people known to have a diagnosis is around 1.2million,"" he said.
",C15N005
"?<text_id=""W14N007"">
Lifestyle key to lower risk
The male sex hormone testosterone may prove to be an important piece in the prevention puzzle when it comes to type 2 diabetes. Up to 58 per cent of type 2 diabetes cases could be prevented in the high risk or pre-diabetes population, according to Diabetes Australia.
The best way to do this is by adopting a healthy lifestyle - eating healthy foods, exercising regularly and maintaining weight within the healthy range. However, most people at risk find this a hard ask.
Now, a large-scale study believed to be the biggest randomised controlled trial of testosterone ever undertaken worldwide, is investigating whether testosterone, in combination with lifestyle changes, may improve the chances of those most vulnerable to type 2 diabetes.
Two of the six trial centres across Australia are in Perth, one at Fremantle Hospital and the other at the Keogh Institute of Medical Research at Sir Charles Gairdner Hospital. A recruitment drive for volunteers is underway.
Endocrinologist Bu Yeap, one of the principal investigators for the Testosterone for the Prevention of Type 2 Diabetes in Men at High Risk trial (T4DM), said testosterone was known to play a role, not just in men's fertility and libido, but in their overall health.
""We know that the lower the testosterone, the poorer the health outcomes seem to be,"" he said.
Testosterone helps in building muscle mass, fat loss and reducing insulin resistance but, as men age, levels tend to drop. Being overweight and obesity are also associated with reduced levels of testosterone.
Participants in the trial, funded by a $4.5 million National Health and Medical Research grant, are given free access to weight-loss program Weight Watchers, three monthly health check-ups and treatment with either testosterone or a placebo.
The testosterone and the placebo are delivered via injections given at enrolment, six weeks later and then every 12 weeks for two to four years.
The testosterone injections are expected to boost levels by about 15-20/Lnmols, enough to put those low in the hormone back into the normal range.
Professor Yeap said volunteering for the trial could be a benefit for those involved regardless of whether they received the testosterone or the placebo. ""Men in the placebo arm still get the lifestyle intervention and regular health check-ups and are likely to benefit from that in any case. In fact, if those men lose their excess weight, their own production of testosterone would increase,"" he said.
Professor Yeap said in addition to the primary outcome in relation to diabetes prevention, the trial would also answer questions about the safety and tolerability of testosterone in middle-aged and older men.
Side effects of testosterone treatment can include acne, pain at the injection site, coughing and in some men a temporary reduction in sperm count. Almost one quarter of Australians have diabetes or are at risk and it is the nation's fastest-growing chronic condition.
Testosterone helps in building muscle mass, fat loss and reducing insulin resistance but as men age levels of the hormone tend to drop. Being overweight and obesity are also associated with reduced testosterone.
",W14N007
"?<text_id=""W15N014"">
Health wrap diabetes centre lead
The Telethon Type 1 Diabetes Family Centre has been set up to support families facing the daily challenges of living with the condition.
General manager Rebecca Johnson said it was the first diabetes centre in Australia to focus on peer and psychosocial support, acknowledging that mental health and family dynamics played an important role in how a child coped with type 1 diabetes.
Ms Johnson said the centre had been six years in the making, with board chairman Jeff Newman the driving force.
""Jeff anchored Telethon for 38 years and during that time he spent a lot of time with sick kids in WA, and noticed that there was a real need for better support for children with type 1 diabetes,"" she said of the former Seven Perth weather presenter.
""The vision is for a type 1 hub in the community, where we can help kids directly but also look out for their families - mums, dads and siblings - because every member of the family is important in keeping a child with type 1 happy and healthy.""
The centre provides support services, information and education and clinical care in a community, rather than a hospital, setting.
Ms Johnson, who was diagnosed with type 1 at 17 before undertaking a law degree, has drawn upon her own experiences in her role.
""Empathy is the most powerful tool to use in my job - I get it, I've walked that road, it's a lonely road, it's tough,"" she said.
""Knowing that sense of isolation that you feel when you live with an invisible disease like type 1, the aim is to create an informed and connected type 1 community. It is so important to feel connected. We want this to be a community space, a warm and friendly place that is family-friendly.""
The centre will work alongside PMH, which provides medical care and management to children with type 1 diabetes, and will host some of its northern clinics.
It was also working on delivering online intervention programs related to emotional wellness and mental health.
Ms Johnson said its website ensured that regional families didn't miss out.
""The needs in the type 1 community change across the age groups and we want to be able to support kids along the journey all the way through as their needs shift,"" she said.
A person with type 1 diabetes faces a daily regimen balancing insulin injections, blood-sugar testing, diet adjustments and physical activity. This, combined with the constant threat of the risks associated with high or low blood-glucose levels, places a major strain on the child and their family.
""This is a complex chronic disease, kids never get a day off from it and it really impacts families,"" Ms Johnson said.
""We are raising awareness not only of the medical regimen of daily injections and testing but the general health side of things, finding the motivation every day to get up and face the challenge of this demanding disease.
""It was a couple of years before I came to terms with the permanence of this. Yet it's the most powerfully positive thing in my life; it not only helped me focus on nutrition and healthy eating, it's also directed my career.""
QUOTE
'We want this to be a community space, a warm and friendly place.' Rebecca Johnson
",W15N014
